Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
NirogStreet,healthcare,Series A to Series H,2500000.0,New Delhi,2021,Healthcare
Hyreo,human resources,Early Stage,111909478.7413793,Thiruvananthapuram,2021,Other
GODI Energy,automotive,unknown,111909478.7413793,Hyderabad,2021,Autommotive $ Transportation
Even,healthcare,Early Stage,5000000.0,Bangalore,2021,Healthcare
Captain Fresh,logistics,Series A to Series H,12000000.0,Bangalore,2021,Autommotive $ Transportation
Otipy,food & beverages,Series A to Series H,10200000.0,Gurugram,2021,Food & Agriculture
Lenskart,eyewear,unknown,220000000.0,Faridabad,2021,Other
Eka.care,healthcare,unknown,4500000.0,Bangalore,2021,Healthcare
Braingroom,edtech,unknown,200000.0,Chennai,2021,Technology
Edvizo,consumer services,Early Stage,1000000.0,Bangalore,2021,Consulting & Services
Credenc,fintech,unknown,25000000.0,New Delhi,2021,Technology
GlobalBees,d2c business,Series A to Series H,150000000.0,New Delhi,2021,Other
Spinny,automotive,Series A to Series H,108000000.0,Gurugram,2021,Autommotive $ Transportation
Mynvax,biotechnology,Series A to Series H,4000000.0,Bangalore,2021,Technology
RiseBird,human resources,unknown,500000.0,Pune,2021,Other
Uvi Health,healthcare,Early Stage,330000.0,Bangalore,2021,Healthcare
Vegrow,farming,unknown,13000000.0,Bangalore,2021,Other
Automovill,automotive,unknown,500000.0,Bangalore,2021,Autommotive $ Transportation
NFTically,nft marketplace,Early Stage,111909478.7413793,Gurugram,2021,E-Commerce & Marketplace
HealthifyMe,healthcare,Series A to Series H,75000000.0,Bangalore,2021,Healthcare
GalaxyCard,fintech,unknown,450000.0,Gurugram,2021,Technology
Bella Vita Organic,healthcare,unknown,10000000.0,Gurugram,2021,Healthcare
SmartCoin,fintech,unknown,10000000.0,Bangalore,2021,Technology
CareerNinja,edtech,Early Stage,111909478.7413793,Mumbai,2021,Technology
MYSUN,solar,unknown,2000000.0,New Delhi,2021,Other
Sea6 Energy,biotechnology,Series A to Series H,9000000.0,Bangalore,2021,Technology
Beco,consumer goods,Early Stage,500000.0,Mumbai,2021,Other
OneCode,internet,unknown,5000000.0,Bangalore,2021,Technology
MedPay,information technology,Early Stage,1200000.0,Bangalore,2021,Technology
Inshorts,internet,unknown,60000000.0,Noida,2021,Technology
Digantara,spacetech,Early Stage,2500000.0,Bangalore,2021,Technology
Aqgromalin,agritech,Early Stage,700000.0,Chennai,2021,Technology
Square Yards,real estate,unknown,25000000.0,Gurugram,2021,Real Estate $ Property
OYO,hospitality,unknown,660000000.0,Gurugram,2021,Other
Slang Labs,computer software,unknown,111909478.7413793,Bangalore,2021,Technology
NirogGyan,healthcare,Early Stage,111909478.7413793,Gurugram,2021,Healthcare
Ola Electric,automotive,Later Stage,100000000.0,Bangalore,2021,Autommotive $ Transportation
Bikry app,consumer software,unknown,1300000.0,Noida,2021,Technology
Oliveboard,edtech,unknown,3000000.0,Bangalore,2021,Technology
Little Leap,edtech,unknown,300000.0,New Delhi,2021,Technology
Trell,social commerce,Series A to Series H,45000000.0,Bangalore,2021,E-Commerce & Marketplace
Kredent,edtech,unknown,1000000.0,Kolkata,2021,Technology
EasyAspataal,healthcare,Early Stage,500000.0,Mumbai,2021,Healthcare
SMOOR,food & beverages,unknown,111909478.7413793,Bangalore,2021,Food & Agriculture
Pankhuri,social community,unknown,3200000.0,Bangalore,2021,Other
Arcana,information technology,Early Stage,370000.0,Bangalore,2021,Technology
AdmitKard,edtech,unknown,0.0,Noida,2021,Technology
UrbanKisaan,food & beverages,unknown,111909478.7413793,Hyderabad,2021,Food & Agriculture
Aquaconnect,fishery,Early Stage,4000000.0,Chennai,2021,Other
Vah Vah!,edtech,unknown,1800000.0,Bangalore,2021,Technology
LetsDressUp,apparel & fashion,Early Stage,300000.0,Gurugram,2021,Other
Sapio Analytics,computer software,unknown,150000.0,Mumbai,2021,Technology
BHyve,human resources,unknown,300000.0,Mumbai,2021,Other
Indi Energy,renewables & environment,Early Stage,111909478.7413793,Roorkee,2021,Other
The Ayurveda Co,consumer goods,unknown,111909478.7413793,Gurugram,2021,Other
Pratilipi,online storytelling,unknown,48000000.0,Bangalore,2021,Other
Ati Motors,automotive,Early Stage,35000000.0,Bangalore,2021,Autommotive $ Transportation
peAR,deeptech,Early Stage,300000.0,Mumbai,2021,Technology
Gourmet Garden,farming,unknown,3000000.0,Bangalore,2021,Other
The Sleep Company,consumer goods,Early Stage,1000000.0,Mumbai,2021,Other
TyrePlex,b2b e-commerce,Early Stage,111909478.7413793,New Delhi,2021,E-Commerce & Marketplace
ION Energy,automotive,Early Stage,3600000.0,Mumbai,2021,Autommotive $ Transportation
Digit Insurance,insuretech,unknown,200000000.0,Bangalore,2021,Technology
FRAAZO,food & beverages,Series A to Series H,11000000.0,Mumbai,2021,Food & Agriculture
Licious,food & beverages,Series A to Series H,192000000.0,Bangalore,2021,Food & Agriculture
WinZO,gaming,Series A to Series H,65000000.0,New Delhi,2021,Other
Furlenco,consumer goods,unknown,100000000.0,Bangalore,2021,Other
Skylark Drones,aviation,Early Stage,3000000.0,Bangalore,2021,Other
Leegality,it company,Early Stage,111909478.7413793,Gurugram,2021,Other
Arcatron Mobility,healthcare,unknown,111909478.7413793,Pune,2021,Healthcare
TWID,fintech,unknown,2500000.0,Bangalore,2021,Technology
PeakPerformer,edtech,Early Stage,111909478.7413793,Bangalore,2021,Technology
MyMobiForce,internet,Early Stage,1400000.0,Noida,2021,Technology
Pine Labs,information technology,unknown,600000.0,Noida,2021,Technology
Genworks Health,healthcare,unknown,2000000.0,Bangalore,2021,Healthcare
Pocketly,fintech,unknown,111909478.7413793,Bangalore,2021,Technology
Neverinstall,information technology,Early Stage,370000.0,Bangalore,2021,Technology
CoRover,information technology,unknown,111909478.7413793,Bangalore,2021,Technology
BeatO,healthcare,Early Stage,5000000.0,New Delhi,2021,Healthcare
Earth Rhythm,cosmetics,Early Stage,1200000.0,Gurugram,2021,Other
Fountain9,computer software,Early Stage,1900000.0,Mumbai,2021,Technology
Rockclimber,food & beverages,unknown,1000000.0,Bangalore,2021,Food & Agriculture
SpEd@home,edtech,unknown,300000.0,Mumbai,2021,Technology
CanPe,computer software,Early Stage,111909478.7413793,Bangalore,2021,Technology
Green Soul,consumer goods,unknown,200000.0,Ambernath,2021,Other
Shiprocket,logistics,Series A to Series H,41000000.0,New Delhi,2021,Autommotive $ Transportation
DealShare,retail,unknown,144000000.0,Bangalore,2021,Other
Teachmint,edtech,Early Stage,20000000.0,Bangalore,2021,Technology
Vahak,transportation,Early Stage,5000000.0,Bangalore,2021,Autommotive $ Transportation
goSTOPS,hospitality,Early Stage,1000000.0,New Delhi,2021,Other
Codedamn,computer software,Early Stage,111909478.7413793,New Delhi,2021,Technology
Biocraft Innovation Technology,environmental service,Early Stage,111909478.7413793,Noida,2021,Other
Powerplay,construction,unknown,5200000.0,Bangalore,2021,Other
Accio Robotics,industrial automation,unknown,111909478.7413793,Bangalore,2021,Autommotive $ Transportation
Delhivery,logistics,Series A to Series H,270000000.0,Gurugram,2021,Autommotive $ Transportation
Avishkaar,edtech,Early Stage,600000.0,New Delhi,2021,Technology
Jobsgaar,job discovery platform,Early Stage,140000.0,New Delhi,2021,Other
Almo,d2c fashion,Early Stage,111909478.7413793,Gurugram,2021,Other
Breathe Well-being,healthcare,Early Stage,1000000.0,New Delhi,2021,Healthcare
GalaxEye,spacetech,Early Stage,111909478.7413793,Chennai,2021,Technology
Good Health Clinic,healthcare,unknown,5000000.0,Hyderabad,2021,Healthcare
Urban Company,home services,Series A to Series H,250000000.0,New Delhi,2021,Consulting & Services
MYBYK,rental,Early Stage,1000000.0,Ahmadabad,2021,Other
Locus,logistics,Series A to Series H,50000000.0,Bangalore,2021,Autommotive $ Transportation
Crejo.Fun,edtech,Early Stage,3000000.0,Bangalore,2021,Technology
Bambinos,edtech,Early Stage,500000.0,Bangalore,2021,Technology
KreditBee,fintech,unknown,8000000.0,Bangalore,2021,Technology
Spardha,edtech,Early Stage,400000.0,Pune,2021,Technology
Onelife Nutriscience,healthcare,unknown,111909478.7413793,Mumbai,2021,Healthcare
Flatheads,fashion,unknown,111909478.7413793,Bangalore,2021,Other
Fable Fintech,fintech,Series A to Series H,111909478.7413793,Mumbai,2021,Technology
Holisol,logistics,unknown,3000000.0,New Delhi,2021,Autommotive $ Transportation
Now&Me,healthcare,unknown,1000000.0,New Delhi,2021,Healthcare
Fyllo,agritech,Early Stage,400000.0,Bangalore,2021,Technology
Cora Health,healthcare,unknown,111909478.7413793,Bangalore,2021,Healthcare
Blaer Motors,mobility,unknown,300000.0,Chennai,2021,Other
Swiflearn,edtech,Early Stage,3000000.0,Gurugram,2021,Technology
Cashfree,fintech,unknown,111909478.7413793,Bangalore,2021,Technology
QuickSell,e-commerce,Early Stage,2000000.0,Mumbai,2021,E-Commerce & Marketplace
Truemeds,heathcare,Series A to Series H,5000000.0,Mumbai,2021,Other
Candes,e-commerce,unknown,3000000.0,New Delhi,2021,E-Commerce & Marketplace
MediBuddy,heathcare,unknown,3000000.0,Bangalore,2021,Other
F5,food & beverages,Early Stage,300000.0,New Delhi,2021,Food & Agriculture
Capital Float,fintech,unknown,6000000.0,Bangalore,2021,Technology
IntelleWings,it startup,Early Stage,100000.0,Panchkula,2021,Other
Shyplite,logistics,unknown,1000000.0,New Delhi,2021,Autommotive $ Transportation
Refyne,fintech,Series A to Series H,20000000.0,Bangalore,2021,Technology
Greenjoules,renewable energy,Series A to Series H,4500000.0,Pune,2021,Other
MentorKart,consulting,Early Stage,150000.0,New Delhi,2021,Consulting & Services
Leverage Edu,edtech,Later Stage,2000000.0,New Delhi,2021,Technology
Kale Logistics,logistics,Series A to Series H,5000000.0,Thane,2021,Autommotive $ Transportation
CustomerGlu,crm,unknown,320000.0,Bangalore,2021,Other
Cell Propulsion,ev startup,unknown,2000000.0,Bangalore,2021,Other
Wellbeing Nutrition,healthcare,unknown,111909478.7413793,Mumbai,2021,Healthcare
Pee Safe,healthcare,Early Stage,3000000.0,Gurugram,2021,Healthcare
Chqbook,fintech,unknown,1000000.0,New Delhi,2021,Technology
SimpliContract,software,Early Stage,1800000.0,Bangalore,2021,Technology
Dropshop,logistics,Early Stage,1000000.0,Bangalore,2021,Autommotive $ Transportation
Jumbotail,e-commerce,Later Stage,4000000.0,Bangalore,2021,E-Commerce & Marketplace
BYJU'S,edtech,unknown,350000000.0,Bangalore,2021,Technology
Power Gummies,nutrition,unknown,1000000.0,New Delhi,2021,Other
Convosight,saas startup,Series A to Series H,9000000.0,New Delhi,2021,Other
Junio,fintech,Early Stage,600000.0,New Delhi,2021,Technology
Wherehouse.io,logistics,Early Stage,111909478.7413793,New Delhi,2021,Autommotive $ Transportation
Flexmoney,fintech,Series A to Series H,4800000.0,Mumbai,2021,Technology
Fampay,fintech,Series A to Series H,38000000.0,Bangalore,2021,Technology
Apna,human resources,Series A to Series H,70000000.0,Bangalore,2021,Other
XYXX Apparels,fashion,Series A to Series H,4000000.0,Surat,2021,Other
WaterScience,d2c startup,unknown,111909478.7413793,Bangalore,2021,Other
BrowserStack,saas startup,Series A to Series H,200000000.0,Mumbai,2021,Other
Vital,insuretech,Early Stage,3000000.0,New Delhi,2021,Technology
Juicy chemistry,healthcare,unknown,111909478.7413793,Coimbatore,2021,Healthcare
Samaaro,saas startup,unknown,125000.0,Bangalore,2021,Other
Imagimake,innovation management,Early Stage,500000.0,Mumbai,2021,Other
MSMEx,edtech,Early Stage,1000000.0,Andheri,2021,Technology
RenewBuy,insuretech,Series A to Series H,45000000.0,Gurugram,2021,Technology
saarthi.ai,ai startup,Early Stage,111909478.7413793,Bangalore,2021,Other
Kutumb,community platform,Series A to Series H,26000000.0,Bangalore,2021,Other
Superplum,agritech,Early Stage,3800000.0,Noida,2021,Technology
Upside AI,fintech,Early Stage,1200000.0,Mumbai,2021,Technology
PazCare,insuretech,unknown,111909478.7413793,Bangalore,2021,Technology
Answer Genomics,healthcare,unknown,111909478.7413793,Bangalore,2021,Healthcare
Skillmatics,edtech,Series A to Series H,6000000.0,Mumbai,2021,Technology
Bimaplan,insuretech,Early Stage,2500000.0,Bangalore,2021,Technology
Bueno Finance,fintech,Early Stage,3000000.0,Gurugram,2021,Technology
CityMall,e-commerce,Series A to Series H,22000000.0,Gurugram,2021,E-Commerce & Marketplace
BYJU’S,edtech,unknown,50000000.0,Bangalore,2021,Technology
India Quotient,venture capitalist,unknown,64000000.0,Mumbai,2021,Other
The Switch Fix,healthcare,Early Stage,111909478.7413793,Gurugram,2021,Healthcare
Anvidha Technologies,tech startup,Early Stage,1500000.0,Haryana,2021,Technology
DigiSparsh,fintech,Early Stage,111909478.7413793,Mumbai,2021,Technology
CoffeeMug.ai,networking,Early Stage,620000.0,New Delhi,2021,Other
Pathfndr.io,saas startup,Early Stage,111909478.7413793,Bangalore,2021,Other
BigLeap,recruitment,unknown,600000.0,Hyderabad,2021,Other
Kazam,ev startup,Early Stage,900000.0,Bangalore,2021,Other
MYRE Capital,commercial real estate,unknown,6000000.0,Mumbai,2021,Real Estate $ Property
BimaPe,fintech,Early Stage,500000.0,Mumbai,2021,Technology
MicroDegree,edtech,unknown,111909478.7413793,Mangalore,2021,Technology
Saarthi Pedagogy,edtech,unknown,1000000.0,Ahmadabad,2021,Technology
Synapsica,healthcare,Series A to Series H,4000000.0,New Delhi,2021,Healthcare
Kwik Foods,food & beverages,Early Stage,111909478.7413793,Gurugram,2021,Food & Agriculture
Plutomen,ar startup,unknown,300000.0,Ahmadabad,2021,Other
GoMechanic,automotive,Series A to Series H,42000000.0,Gurugram,2021,Autommotive $ Transportation
Grinntech,automotive,unknown,2000000.0,Chennai,2021,Autommotive $ Transportation
Nobel Hygiene,healthcare,unknown,60000000.0,Mumbai,2021,Healthcare
Green Cure,healthcare,Early Stage,111909478.7413793,New Delhi,2021,Healthcare
Classplus,edtech,Series A to Series H,65000000.0,Noida,2021,Technology
WINDO,e-commerce,Early Stage,500000.0,Hyderabad,2021,E-Commerce & Marketplace
ApnaKlub,e-commerce,Early Stage,111909478.7413793,Bangalore,2021,E-Commerce & Marketplace
LegalPay,fintech,unknown,111909478.7413793,New Delhi,2021,Technology
Lavado,consumer service,unknown,111909478.7413793,Mumbai,2021,Other
Navars,edtech,unknown,111909478.7413793,Hyderabad,2021,Technology
GoBolt,logistics,Series A to Series H,20000000.0,Gurugram,2021,Autommotive $ Transportation
Loco,gaming,Early Stage,9000000.0,Bangalore,2021,Other
Auric,healthcare,Early Stage,2000000.0,New Delhi,2021,Healthcare
Edmingle,edtech,unknown,300000.0,Bangalore,2021,Technology
Slice,fintech,unknown,20000000.0,Bangalore,2021,Technology
Humit,music,Early Stage,111909478.7413793,Bangalore,2021,Other
Airblack,it startup,Series A to Series H,5200000.0,Gurugram,2021,Other
NIRAMAI,healthcare,unknown,111909478.7413793,Bangalore,2021,Healthcare
Intervue,saas startup,Early Stage,111909478.7413793,New Delhi,2021,Other
Nestroots,fashion,Early Stage,100000.0,Gurugram,2021,Other
Detect Technologies,automation,unknown,12000000.0,Chennai,2021,Autommotive $ Transportation
CredR,automotive,unknown,6500000.0,Bangalore,2021,Autommotive $ Transportation
Fourth Partner Energy,solar,unknown,125000000.0,Hyderabad,2021,Other
TABLT,healthcare,Series A to Series H,3000000.0,Kolkata,2021,Healthcare
Hesa,it startup,Early Stage,2000000.0,Hyderabad,2021,Other
Powerhouse91,consumer goods,Early Stage,111909478.7413793,Gurugram,2021,Other
Nalanda Learning,edtech,unknown,5000000.0,Kolkata,2021,Technology
Chargeup,renewable energy,Early Stage,111909478.7413793,New Delhi,2021,Other
Knackit,it startup,unknown,100000.0,Bangalore,2021,Other
Treebo Hotels,hospitality,Series A to Series H,16000000.0,Bangalore,2021,Other
Raptee Energy,automotive,unknown,700000.0,Chennai,2021,Autommotive $ Transportation
Meddo,healthcare,unknown,6000000.0,Gurugram,2021,Healthcare
Supertails,pet care,Early Stage,2600000.0,Bangalore,2021,Other
SkilloVilla,edtech,Early Stage,300000.0,Bangalore,2021,Technology
Cancer Clinics,healthcare,Early Stage,1500000.0,Telugana,2021,Healthcare
Velocity,fintech,Early Stage,1300000.0,Bangalore,2021,Technology
Happy Jars,food & beverages,Early Stage,400000.0,New Delhi,2021,Food & Agriculture
Inshorts,media,unknown,40000000.0,Noida,2021,Other
ExtraaEdge,martech,Early Stage,1000000.0,Pune,2021,Technology
Zotalabs,tech startup,Early Stage,1250000.0,Pune,2021,Technology
Voiro,advertisement,Early Stage,1800000.0,Bangalore,2021,Other
Dream Sports,gaming,unknown,400000000.0,Mumbai,2021,Other
Safex Chemicals,agritech,unknown,50000000.0,New Delhi,2021,Technology
Instoried,content creation,unknown,0.0,Bangalore,2021,Other
Rupifi,fintech,Early Stage,4100000.0,Bangalore,2021,Technology
Moneyboxx,fintech,Later Stage,3000000.0,Mumbai,2021,Technology
CityMall,e-commerce,Series A to Series H,11000000.0,Gurugram,2021,E-Commerce & Marketplace
Janani,heathcare,Early Stage,1000000.0,Bangalore,2021,Other
ReshaMandi,agritech,Early Stage,1700000.0,Bangalore,2021,Technology
Bombay Shaving Company,lifestyle,unknown,2000000.0,New Delhi,2021,Other
DotPe,fintech,Series A to Series H,27000000.0,Gurugram,2021,Technology
Homingos,augmented reality,unknown,0.0,Bangalore,2021,Other
Anar Business Community,tech startup,unknown,0.0,Mumbai,2021,Technology
Five Star Finance,fintech,unknown,234000000.0,Chennai,2021,Technology
Settlrs,rental space,Early Stage,0.0,Bangalore,2021,Other
BYJU'S,edtech,Series A to Series H,460000000.0,Bangalore,2021,Technology
Annapurna Finance,fintech,unknown,30000000.0,Bhubaneswar,2021,Technology
HealthPlix,healthcare,Series A to Series H,13500000.0,Bangalore,2021,Healthcare
Masai School,edtech,Series A to Series H,5000000.0,Bangalore,2021,Technology
Bewakoof,d2c fashion,unknown,4000000.0,Mumbai,2021,Other
IndiaLends,fintech,unknown,5100000.0,New Delhi,2021,Technology
Stelis Biopharma,biotechnology,Series A to Series H,195000000.0,Bangalore,2021,Technology
Tilt,bike rental,unknown,125000.0,Bangalore,2021,Other
NeoDove,ai startup,Early Stage,15000000.0,Jaipur,2021,Other
Zaara Biotech,biotechnology,unknown,10000000.0,Kottayam,2021,Technology
KreditBee,fintech,Early Stage,75000000.0,Bangalore,2021,Technology
True Balance,fintech,Later Stage,10000000.0,Gurugram,2021,Technology
Muvin,fintech,Early Stage,1000000.0,Bangalore,2021,Technology
Purplle,beauty products,unknown,45000000.0,Mumbai,2021,Other
FloBiz,tech startup,Series A to Series H,10000000.0,Bangalore,2021,Technology
Jeevam Health,health care,Early Stage,1500000.0,New Delhi,2021,Healthcare
NewLink Group,tech startup,unknown,200000000.0,Beijing,2021,Technology
OZiva,heathcare,Series A to Series H,12000000.0,Mumbai,2021,Other
Blive,tourism,Early Stage,1000000.0,Panaji,2021,Other
Nazara Technologies,gaming,unknown,30000000.0,Mumbai,2021,Other
Euler Motors,automotive,Series A to Series H,2600000.0,New Delhi,2021,Autommotive $ Transportation
Pixxel,spacetech,Early Stage,7300000.0,Bangalore,2021,Technology
Prescinto,solar,Early Stage,3500000.0,Gujarat,2021,Other
MyGlamm,beauty products,Series A to Series H,20000000.0,Mumbai,2021,Other
Chirrup,gaming,Early Stage,300000.0,Bangalore,2021,Other
Policybazaar,insurance,unknown,75000000.0,Gurugram,2021,Finance $ Banking
Livve Homes,rental space,unknown,5000000.0,Bangalore,2021,Other
Juicy Chemistry,healthcare,Series A to Series H,6300000.0,Coimbatore,2021,Healthcare
Svasti Microfinance,fintech,unknown,4000000.0,Mumbai,2021,Technology
Nexprt,consulting,unknown,2000000.0,New Delhi,2021,Consulting & Services
Wysa,ai startup,unknown,0.0,Bangalore,2021,Other
Ankur capital,fintech,unknown,40000000.0,Mumbai,2021,Technology
Indifi,fintech,Later Stage,5000000.0,Gurugram,2021,Technology
Firmway,fintech,Early Stage,0.0,Mumbai,2021,Technology
Say Cheese,femtech,Early Stage,1000000.0,Mumbai,2021,Technology
Indic Inspirations,cultural,unknown,300000.0,Pune,2021,Other
Bimaplan,fintech,Early Stage,500000.0,Mumbai,2021,Technology
YAP,fintech,Series A to Series H,10000000.0,Chennai,2021,Technology
Leap Finance,fintech,Series A to Series H,17000000.0,Bangalore,2021,Technology
BlackSoil NBFC,fintech,unknown,3000000.0,Mumbai,2021,Technology
OYO,hospitality,unknown,200000000.0,Gurugram,2021,Other
Max Healthcare,healthcare,unknown,140000000.0,New Delhi,2021,Healthcare
4baseCare,healthtech,Early Stage,2000000.0,Bangalore,2021,Technology
Ezstays,edtech,Early Stage,400000.0,New Delhi,2021,Technology
Stylework,co-working,Early Stage,500000.0,Gurugram,2021,Other
Kinara Capital,fintech,unknown,6000000.0,Bangalore,2021,Technology
Riskcovry,insuretech,Series A to Series H,5000000.0,Bangalore,2021,Technology
NODWIN,gaming,unknown,20000000.0,Gurugram,2021,Other
Quizizz,edtech,Series A to Series H,12500000.0,Bangalore,2021,Technology
Ecom Express,e-commerce,unknown,20000000.0,New Delhi,2021,E-Commerce & Marketplace
Turtlemint,insuretech,Series A to Series H,45000000.0,Mumbai,2021,Technology
Captain Fresh,supply chain platform,Early Stage,3000000.0,Bangalore,2021,Other
Northern Arc,fintech,Later Stage,10000000.0,Chennai,2021,Technology
Qoohoo,social platform,Early Stage,800000.0,Bangalore,2021,Other
IGL,gaming,unknown,500000.0,Mumbai,2021,Other
AMPM,e-commerce,unknown,200000.0,Gurugram,2021,E-Commerce & Marketplace
The ePlane,drone,Early Stage,1000000.0,Chennai,2021,Other
Cashify,e-commerce,unknown,15000000.0,Gurugram,2021,E-Commerce & Marketplace
Bijnis,b2b service,unknown,0.0,New Delhi,2021,Other
Questt,edtech,Early Stage,1000000.0,Gurugram,2021,Technology
DealShare,e-commerce,Later Stage,3000000.0,Jaipur,2021,E-Commerce & Marketplace
Euler Motors,automotive,Series A to Series H,4000000.0,New Delhi,2021,Autommotive $ Transportation
Blume Ventures,fintech,unknown,40000000.0,Mumbai,2021,Technology
KoineArth,blockchain startup,Early Stage,1800000.0,Bangalore,2021,Other
ImaginXP,edtech,unknown,1500000.0,Pune,2021,Technology
Virohan,edtech,unknown,0.0,Gurugram,2021,Technology
Apna.co,recruitment,unknown,12500000.0,Bangalore,2021,Other
ideaForge,drone,unknown,2000000.0,Mumbai,2021,Other
Clairco,cleantech,unknown,500000.0,Bangalore,2021,Technology
Northern Arc,fintech,Later Stage,50000000.0,Chennai,2021,Technology
Lenskart,fashion,unknown,95000000.0,Faridabad,2021,Other
ParkSmart,automotive,Early Stage,0.0,New Delhi,2021,Autommotive $ Transportation
Virohan,edtech,Series A to Series H,3000000.0,Gurugram,2021,Technology
BankSathi,fintech,Early Stage,200000.0,New Delhi,2021,Technology
Spark Studio,edtech,Early Stage,0.0,Bangalore,2021,Technology
BlissClub,fashion,Early Stage,2000000.0,Bangalore,2021,Other
BricSpaces,real estate,Early Stage,350000.0,Bangalore,2021,Real Estate $ Property
ANSR,consulting,Series A to Series H,15000000.0,Bangalore,2021,Consulting & Services
Keito,ai company,Early Stage,0.0,Pune,2021,Other
Reccy Adventures,sports startup,Early Stage,400000.0,Gurugram,2021,Other
Magenta EV,renewable energy,Series A to Series H,15000000.0,Mumbai,2021,Other
Karbon Card,fintech,Early Stage,1000000.0,Bangalore,2021,Technology
Wysa,ai company,Series A to Series H,5000000.0,Bangalore,2021,Other
Agnikul,spacetech,Series A to Series H,11000000.0,Chennai,2021,Technology
LegalPay,fintech,Early Stage,0.0,New Delhi,2021,Technology
Glamplus,saas startup,Early Stage,200000.0,Bangalore,2021,Other
Tekie,edtech,Early Stage,1500000.0,Gurugram,2021,Technology
Asirvad Microfinance,fintech,unknown,15000000.0,Chennai,2021,Technology
Avalon Labs,fintech,Early Stage,0.0,Bangalore,2021,Technology
Betterhalf.ai,matrimony,Early Stage,3000000.0,Bangalore,2021,Other
Koo,social media,Series A to Series H,30000000.0,Bangalore,2021,Other
Rezo.ai,ai startup,Early Stage,0.0,Noida,2021,Other
Mentoria,edtech,Early Stage,200000.0,Mumbai,2021,Technology
Cuvette Tech,human resources,Early Stage,1800000.0,Bangalore,2021,Other
Clensta,biotechnology,unknown,600000.0,New Delhi,2021,Technology
FarMart,agritech,Early Stage,24000000.0,Gurugram,2021,Technology
Kodo Card,fintech,Early Stage,8000000.0,Mumbai,2021,Technology
Polygon,crypto,unknown,0.0,Mumbai,2021,Other
Get My Parking,mobility,unknown,6000000.0,New Delhi,2021,Other
Cellestial,electronics,Early Stage,500000.0,Hyderabad,2021,Other
FanCode,sports startup,unknown,50000000.0,Mumbai,2021,Other
Jai Kisan,fintech,Series A to Series H,30000000.0,Mumbai,2021,Technology
Plum,healthcare,Series A to Series H,15000000.0,Bangalore,2021,Healthcare
ThatMate,healthcare,unknown,140000.0,Satara,2021,Healthcare
Klassroom,edtech,Early Stage,200000.0,Mumbai,2021,Technology
Convin,saas startup,Early Stage,300000.0,Bangalore,2021,Other
Mensa Brands,clothing,Series A to Series H,50000000.0,Bangalore,2021,Other
Disruptium,consulting,unknown,200000.0,Ahmadabad,2021,Consulting & Services
MedTel Healthcare,healthcare,Early Stage,5000000.0,Orissia,2021,Healthcare
Pickright Technologies,fintech,unknown,200000.0,Bangalore,2021,Technology
Ingenium,edtech,Early Stage,0.0,New Delhi,2021,Technology
RuleZero,tech startup,Early Stage,1000000.0,Bangalore,2021,Technology
Rubix Data Sciences,it startup,Early Stage,800000.0,Mumbai,2021,Other
Locobuzz,analytics,Series A to Series H,4000000.0,Mumbai,2021,Other
We Founder Circle,fintech,Early Stage,2000000.0,Mumbai,2021,Technology
Haqdarshak,finance,Early Stage,800000.0,Jaipur,2021,Finance $ Banking
Celcius,logistics,Early Stage,0.0,Mumbai,2021,Autommotive $ Transportation
Enthu.ai,ai startup,unknown,200000.0,Chandigarh,2021,Other
Myelin Foundry,ai startup,Early Stage,1000000.0,Bangalore,2021,Other
SuperOps.ai,ai startup,Early Stage,3000000.0,Chennai,2021,Other
6Degree,retail,unknown,1000000.0,Mumbai,2021,Other
Teachmint,edtech,Series A to Series H,16500000.0,Bangalore,2021,Technology
Sarathi,healthcare,Early Stage,100000.0,Jodhpur,2021,Healthcare
Jidoka Technologies,software,Early Stage,340000.0,Chennai,2021,Technology
Rapido,transportation,Series A to Series H,43000000.0,Bangalore,2021,Autommotive $ Transportation
BYJU'S,edtech,unknown,150000000.0,Bangalore,2021,Technology
ElasticRun,e-commerce,Series A to Series H,75000000.0,Pune,2021,E-Commerce & Marketplace
Avail Finance,fintech,Later Stage,3000000.0,Bangalore,2021,Technology
Nivesh,fintech,Early Stage,1600000.0,Noida,2021,Technology
Thingsup,iot platform,unknown,1000000.0,Pune,2021,Other
Arthya Wealth and Investments,fintech,Early Stage,1000000.0,Mumbai,2021,Technology
Zepto,e-commerce,unknown,60000000.0,Mumbai,2021,E-Commerce & Marketplace
Fi,financial services,Series A to Series H,50000000.0,Bangalore,2021,Consulting & Services
Kiko Live,commerce,Early Stage,1000000.0,Gurugram,2021,E-Commerce & Marketplace
TurboHire,computer software,unknown,111909478.7413793,Hyderabad,2021,Technology
The Hosteller,hospitality,Early Stage,1000000.0,Mumbai,2021,Other
SatSure,defense & space,unknown,111909478.7413793,Bangalore,2021,Other
Ruptok Fintech,financial services,Early Stage,2000000.0,New Delhi,2021,Consulting & Services
VilCart,retail,unknown,2000000.0,Bangalore,2021,Other
Dogsee Chew,food & beverages,Early Stage,7000000.0,Bangalore,2021,Food & Agriculture
Advantage Club,hr tech,Early Stage,3300000.0,Gurugram,2021,Technology
TRDR,financial services,unknown,150000.0,Bangalore,2021,Consulting & Services
Zoomcar,mobility,unknown,92000000.0,Bangalore,2021,Other
